5.977190146461811016e-02,-3.208420554383228582e-03
6.069243983114625679e-02,-3.520570196556774105e-03
6.161669994368179637e-02,-3.505999760390402648e-03
6.255332432524221553e-02,-3.263214587991266312e-03
6.340165942999875792e-02,-2.851526733514010009e-03
6.407555719526127069e-02,-2.369381403491951921e-03
6.454574940416143991e-02,-1.835021075139937289e-03
6.484821961876220675e-02,-1.343206141481149930e-03
6.506767459869780557e-02,-8.839533183171623815e-04
6.522368287594269842e-02,-4.718521098580458727e-04
6.531075286191234675e-02,-1.168869133119518968e-04
6.532282342361257765e-02,1.475385825356812690e-04
6.521748774678995386e-02,3.316600654684672420e-04
6.528517951853121670e-02,4.372693043921323805e-04
6.524106440973949372e-02,5.462280298835927271e-04
6.513243015362218946e-02,6.210203922266720536e-04
6.503656454397020725e-02,6.198409396572285204e-04
6.480648353726496669e-02,5.859222291439839577e-04
6.455577906122560161e-02,5.175214235519525786e-04
6.457894638823559463e-02,3.907838810423433723e-04
6.954579594963410105e-02,-3.882198544320940650e-03
7.050186246074996443e-02,-4.121843417633234453e-03
7.150068858058725163e-02,-4.077470029768596148e-03
7.231189020550593538e-02,-3.765728954597851157e-03
7.285194321240742732e-02,-3.253803999580821751e-03
7.336648494821573774e-02,-2.691220666546241189e-03
7.382159331153642645e-02,-2.089451752358345744e-03
7.415495693370403874e-02,-1.523218425241307239e-03
7.434569890775968859e-02,-1.006975271823819761e-03
7.452808357087570279e-02,-5.582476825155663043e-04
7.469312536687815196e-02,-1.650574244276682245e-04
7.478302608814244024e-02,1.360503220390166289e-04
7.482811140777807790e-02,3.776587680490199541e-04
7.454274889747053434e-02,5.095866239853849783e-04
7.433274945940449019e-02,6.222550329349957115e-04
7.426466905265591278e-02,6.799266693487907715e-04
7.424738249643367261e-02,6.908714232295400841e-04
7.416320819058133673e-02,6.500804426389307543e-04
7.399503158056341956e-02,5.521105518168612728e-04
7.416429930779809554e-02,4.061441192973974743e-04
7.796725599815237939e-02,-4.566437891299065382e-03
7.902823389246690922e-02,-4.727820516918751492e-03
7.983037903088667508e-02,-4.583853859907113110e-03
8.047434571065430198e-02,-4.171289759809065391e-03
8.096756145239258906e-02,-3.611333172472292949e-03
8.141632834441006605e-02,-2.980639739250274482e-03
8.175413510851489707e-02,-2.318566341773142109e-03
8.201406584755624452e-02,-1.691809014708424213e-03
8.222650754489613245e-02,-1.099572331475926184e-03
8.236055122482724422e-02,-6.082731289700895943e-04
8.231151368776348787e-02,-1.940194957311743994e-04
8.228368086032757101e-02,1.365103701092810378e-04
8.227031040670718109e-02,4.073579652443283235e-04
8.221701678774941124e-02,6.009404485441597167e-04
8.218596567839091260e-02,6.993216094653926856e-04
8.211575294502261591e-02,7.100312693986994940e-04
8.202417198820677324e-02,7.160388588930410034e-04
8.200617104097961130e-02,6.728414842650890524e-04
8.206952049093388379e-02,5.696755739807411473e-04
8.190341814287420419e-02,4.307324821840866264e-04
8.430434228483614512e-02,-5.204351653979189668e-03
8.511835345290370836e-02,-5.241425642946115696e-03
8.576079106170472754e-02,-4.975822886267613522e-03
8.627142146686132829e-02,-4.493830162425161735e-03
8.669888694667088336e-02,-3.883218068527119222e-03
8.701857068332943812e-02,-3.187516508110021553e-03
8.724618168806236307e-02,-2.473446124879996339e-03
8.742056920325981528e-02,-1.794756985748519919e-03
8.753221512964354245e-02,-1.173464284912021423e-03
8.757474750576338396e-02,-6.380939722814063780e-04
8.757619767512522801e-02,-2.048679193071651034e-04
8.756000808804331736e-02,1.665320670926693353e-04
8.745941548124260001e-02,4.291423819571563115e-04
8.749097414438936071e-02,6.318878633359821615e-04
8.754283308847546352e-02,7.098193927524722429e-04
8.754523549142977090e-02,7.360956515077271946e-04
8.745906224213045865e-02,7.399195539885738884e-04
8.742640669520945762e-02,6.835788670270146437e-04
8.742741293082363641e-02,5.954981632156915823e-04
8.737281294521476172e-02,4.476780656844190232e-04
8.818982622458784726e-02,-5.764960739486485464e-03
8.885599961224929788e-02,-5.647019322425149597e-03
8.932434690242531394e-02,-5.272230763883721180e-03
8.965059004336625725e-02,-4.730228952575783394e-03
8.986322938418886408e-02,-4.047390681519914823e-03
9.000370176705980996e-02,-3.306031278601612340e-03
9.007848249893404824e-02,-2.545624699092361495e-03
9.011669899725478772e-02,-1.842914783848538128e-03
9.013737658903658856e-02,-1.212779164244163176e-03
9.011804296946603066e-02,-6.481929320713222678e-04
9.017998484649575319e-02,-2.010459076305225082e-04
9.018030665347559482e-02,1.740613433256340756e-04
9.020629191223693277e-02,4.359367406268846315e-04
9.021967787155854568e-02,6.166473957291779490e-04
9.017418282214489933e-02,7.167734233631849802e-04
9.016645841972241449e-02,7.470405270713563169e-04
