7.849101758942300666e-02,1.755958900088927174e-02
7.544619404338000213e-02,1.612423364062578676e-02
7.263168180529622209e-02,1.443248233860263893e-02
7.001543655930211885e-02,1.240588433209017551e-02
6.779381040021739691e-02,1.028568275900158813e-02
6.588314543355332231e-02,8.181685098266089015e-03
6.429837450371927998e-02,6.149131670372946779e-03
6.300355380497554836e-02,4.276058634079791393e-03
6.216706395994869849e-02,2.629251123318820417e-03
6.161549019211530476e-02,1.261295560265802886e-03
6.139808703250435040e-02,1.539939564123543982e-04
6.135954377591230219e-02,-7.242185090887839297e-04
6.143617889601739324e-02,-1.394231006630835103e-03
6.185934415623604854e-02,-1.875800133911056239e-03
6.226753837280533943e-02,-2.128359460779024985e-03
6.266753306606763496e-02,-2.202955471313415743e-03
6.310288161783894623e-02,-2.208024028093724233e-03
6.339301574782277293e-02,-2.086054562269478319e-03
6.360048374908504332e-02,-1.853031679294929110e-03
6.398916808428835312e-02,-1.542627282460485531e-03
8.508601436733710666e-02,1.914335538073079837e-02
8.289244873560755456e-02,1.777066910777906628e-02
8.079219313086843934e-02,1.601317980213718892e-02
7.869817836112158460e-02,1.383512660549912274e-02
7.674020159708809519e-02,1.152909816283771358e-02
7.510596239023747955e-02,9.191785831843123089e-03
7.384865575949321748e-02,6.972041878709903454e-03
7.282779054489003923e-02,4.901816959238616302e-03
7.208508282296191561e-02,3.015916578413642066e-03
7.167547893551590166e-02,1.461276858875839224e-03
7.154843285137804654e-02,2.157733538604201824e-04
7.159075027560823923e-02,-7.811261873691249238e-04
7.179025388074208869e-02,-1.511246128244521500e-03
7.175941349336775743e-02,-2.032756396608735583e-03
7.190351121351180874e-02,-2.328009879808482386e-03
7.225161693120064899e-02,-2.445499981583033888e-03
7.267114495478516067e-02,-2.439457478477512729e-03
7.300176736211205775e-02,-2.303818301786272633e-03
7.320739151522866195e-02,-2.057591000589423583e-03
7.367461446296348637e-02,-1.691884220691959985e-03
8.940866364706093194e-02,2.013378116667880954e-02
8.823803320167090958e-02,1.891870590221624709e-02
8.682292683578318737e-02,1.715203644879344583e-02
8.538702009886783850e-02,1.495980826547742629e-02
8.401958609375365095e-02,1.250622460593660279e-02
8.289068099108592991e-02,9.996455458363083177e-03
8.190821687379826188e-02,7.595589936949009510e-03
8.120912250016742995e-02,5.377107521973777463e-03
8.068873509533885935e-02,3.335730768658256261e-03
8.037682099412771231e-02,1.666073861230275149e-03
8.007639742512738523e-02,2.772305023808984380e-04
7.999850186268868402e-02,-8.122446896471517208e-04
8.008911337809937470e-02,-1.595115900285567698e-03
8.022431916347219638e-02,-2.114579317083920430e-03
8.045449507274851642e-02,-2.465582253915405645e-03
8.069129749294561005e-02,-2.660704401962314409e-03
8.091865724432921458e-02,-2.650743376762118575e-03
8.120835828620179275e-02,-2.498619226986854326e-03
8.154011623873175241e-02,-2.233103434255604737e-03
8.157811753144661449e-02,-1.796595450905211829e-03
9.106650612655915744e-02,2.053940915052581556e-02
9.073430918385286259e-02,1.950330929690917772e-02
9.010793091147369094e-02,1.776571553986444271e-02
8.944010597112134198e-02,1.562736510176420193e-02
8.872813095674578210e-02,1.311300279191734454e-02
8.808983491941047017e-02,1.051585923594049871e-02
8.748363964079160227e-02,8.003205772252526898e-03
8.710153899865155647e-02,5.675864090950701914e-03
8.676178728378752814e-02,3.579167260742716766e-03
8.649773149925241156e-02,1.809078682537523883e-03
8.635460315270265808e-02,3.560499777974407724e-04
8.629601735886457958e-02,-7.904112830484328689e-04
8.623177039762726370e-02,-1.645110766062353718e-03
8.638131411846856900e-02,-2.204644423125189361e-03
8.660266514093674373e-02,-2.607323032906626575e-03
8.679501336083042529e-02,-2.795737048309004762e-03
8.689733500274596234e-02,-2.786257983735590700e-03
8.704985437094781009e-02,-2.635737600230608681e-03
8.720409327514758169e-02,-2.325081585556028688e-03
8.727664938555768082e-02,-1.874990765010391396e-03
8.975731515861767873e-02,2.030515625026738449e-02
